GBIF;faunaeur;Catalogue;AlgaeBase;Limnological_Rank;Kingdom;Phylum;Subphylum;Class;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Feeding;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
1442259;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Ecclisopteryx;NA;NA;Ecclisopteryx;NA;NA;Ecclisopteryx;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;3;NA;NA
1442831;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Glyphotaelius;NA;pellucidus;Glyphotaelius pellucidus;Retzius 1783;NA;G_pellucidus;specie;NA;NA;4;Limnephilidae;4;Limnephilidae;5;NA;4;2;0.344
1441931;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Halesus;NA;digitatus;Halesus digitatus;von Paula Schrank 1781;NA;H_digitatus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;2;NA;NA
1441921;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Halesus;NA;NA;Halesus;NA;NA;Halesus;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.7;3;NA;NA
1441933;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Halesus;NA;radiatus;Halesus radiatus;Curtis 1834;NA;H_radiatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.325
1442607;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;centralis;Limnephilus centralis;Curtis 1834;NA;L_centralis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442515;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;extricatus;Limnephilus extricatus;McLachlan, 186;NA;L_extricatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442690;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;flavicornis;Limnephilus flavicornis;Fabricius 1787;NA;L_flavicornis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;3;2;0.325
1442474;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;lunatus;Limnephilus lunatus;Curtis 1834;NA;L_lunatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
8610323;urn:lsid:faunaeur.org:taxname:410496;urn:lsid:catalogueoflife.org:taxon:49bf96a8-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;NA;Limnephilus;NA;Erbivori;Limnephilus;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442729;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;rhombicus;Limnephilus rhombicus;Linnaeus 1758;NA;L_rhombicus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;4;2;0.325
1442540;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;stigma;Limnephilus stigma;Curtis 1834;NA;L_stigma;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442619;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Limnephilus;NA;vittatus;Limnephilus vittatus;Fabricius 1798;NA;L_vittatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.9;NA;2;0.325
1442446;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Melampophylax;NA;melampus;Melampophylax melampus;McLachlan 1876;Erbivori;M_melampus;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
4482123;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Micropterna;NA;lateralis;Micropterna lateralis;Stephens 1837;NA;M_lateralis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.3;4;2;0.325
8844306;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Micropterna;NA;NA;Micropterna;NA;NA;Micropterna;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.3;5;2;0.325
4396;urn:lsid:faunaeur.org:taxname:12264;urn:lsid:catalogueoflife.org:taxon:588695a4-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;NA;NA;NA;Limnephilidae;NA;Erbivori;Limnephilidae;family;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
1442204;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Nemotaulius;NA;punctatolineatus;Nemotaulius punctatolineatus;Retzius 1783;NA;N_punctatolineatus;specie;NA;NA;4;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.175
1441659;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Parachiona;NA;picicornis;Parachiona picicornis;Pictet 1834;NA;P_picicornis;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
5054428;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Potamophylax;NA;cingulatus;Potamophylax cingulatus;Stephens 1837;NA;P_cingulatus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;2;0.222
5054450;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Potamophylax;NA;latipennis;Potamophylax latipennis;Curtis 1834;NA;P_latipennis;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;2;0.222
1442833;urn:lsid:faunaeur.org:taxname:410978;urn:lsid:catalogueoflife.org:taxon:49dba38c-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Potamophylax;NA;NA;Potamophylax;NA;Erbivori;Potamophylax;genus;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.5;4;NA;NA
5054437;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Potamophylax;NA;nigricornis;Potamophylax nigricornis;Pictet 1834;NA;P_nigricornis;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;4.5;2;NA;NA
1442041;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Pseudopsilopteryx;NA;zimmeri;Pseudopsilopteryx zimmeri;McLachlan 1876;NA;P_zimmeri;specie;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;4;NA;NA
5054362;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Stenophylax;NA;mucronatus;Stenophylax mucronatus;McLachlan 1880;NA;S_mucronatus;specie_cf;NA;NA;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;NA;NA
5054365;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Limnephilidae;NA;NA;Stenophylax;NA;permistus;Stenophylax permistus;McLachlan 1895;NA;S_permistus;specie;NA;0;NA;Limnephilidae;4;Limnephilidae;5;NA;NA;2;0.325
1437382;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Molannidae;NA;NA;Molanna;NA;angustata;Molanna angustata;Curtis 1834;NA;M_angustata;specie;NA;0;3;NA;NA;NA;NA;5.1;NA;3;0.569
1437347;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Molannidae;NA;NA;Molannodes;NA;tinctus;Molannodes tinctus;Zetterstedt 1840;NA;M_tinctus;specie;NA;0;3;NA;NA;NA;NA;4.9;NA;NA;NA
4397;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Odontoceridae;NA;NA;NA;NA;NA;Odontoceridae;NA;NA;Odontoceridae;family;NA;NA;NA;Odontoceridae;6;NA;NA;NA;NA;NA;NA
1437449;urn:lsid:faunaeur.org:taxname:411054;urn:lsid:catalogueoflife.org:taxon:596693b4-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Odontoceridae;NA;NA;Odontocerum;NA;albicorne;Odontocerum albicorne;Scopoli 1763;Erbivori;O_albicorne;specie;NA;NA;NA;Odontoceridae;6;O_albicorne;8;NA;4;NA;NA
1431348;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Chimarra;NA;marginata;Chimarra marginata;Linnaeus 1767;NA;C_marginata;specie;NA;NA;1;Philopotamidae;3;NA;NA;NA;NA;NA;NA
7973;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;NA;NA;NA;Philopotamidae;NA;NA;Philopotamidae;family;NA;NA;NA;Philopotamidae;3;NA;NA;NA;NA;NA;NA
5054434;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;luctuosus;Potamophylax luctuosus;Piller & Mitterpacher 1783;NA;P_luctuosus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431740;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;ludificatus;Philopotamus ludificatus;McLachlan 1878;NA;P_ludificatus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;2;NA;NA
1431748;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;montanus;Philopotamus montanus;Donovan 1813;NA;P_montanus;specie;0.5;0.5;NA;Philopotamidae;3;P_montanus;8;NA;3;NA;NA
8046676;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;NA;Philopotamus;NA;NA;Philopotamus;genus;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431736;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Philopotamus;NA;variegatus;Philopotamus variegatus;Scopoli 1763;NA;P_variegatus;specie;NA;NA;NA;Philopotamidae;3;NA;NA;NA;3;NA;NA
1431549;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;NA;Wormaldia;NA;NA;Wormaldia;genus;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;NA;8;0.57
1431624;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;occipitalis;Wormaldia occipitalis;Pictet 1834;NA;W_occipitalis;specie;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;3;8;0.57
1431606;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;pulla;Wormaldia pulla;McLachlan 1878;NA;W_pulla;specie;NA;NA;NA;Philopotamidae;3;Wormaldia;9;NA;2;8;0.57
1431569;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Philopotamidae;NA;NA;Wormaldia;NA;subnigra;Wormaldia subnigra;McLachlan 1865;NA;W_subnigra;specie;NA;NA;1;Philopotamidae;3;Wormaldia;NA;NA;NA;NA;NA
1441020;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;NA;Agrypnia;NA;NA;Agrypnia;genus;NA;NA;NA;NA;NA;NA;NA;4.8;NA;2;0.32
1441039;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;obsoleta;Agrypnia obsoleta;Hagen 1864;NA;A_obsoleta;specie;NA;0;NA;NA;NA;NA;NA;NA;NA;2;0.328
1441028;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Agrypnia;NA;pagetana;Agrypnia pagetana;Curtis 1835;NA;A_pagetana;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;2;0.32
1441045;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Oligostomis;NA;reticulata;Oligostomis reticulata;Linnaeus 1761;NA;O_reticulata;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
1440923;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Oligotricha;NA;striata;Oligotricha striata;Linnaeus 1758;NA;O_striata;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1441007;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Phryganeidae;NA;NA;Phryganea;NA;grandis;Phryganea grandis;Linnaeus 1758;NA;P_grandis;specie;NA;0;NA;NA;NA;NA;NA;NA;3;2;0.255
5053359;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;flavidus;Cyrnus flavidus;McLachlan 1864;NA;C_flavidus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.391
5053360;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;insolitus;Cyrnus insolitus;McLachlan 1878;NA;C_insolitus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2;0.316
1437806;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;NA;Cyrnus;NA;NA;Cyrnus;genus;NA;0;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.392
5053363;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Cyrnus;NA;trimaculatus;Cyrnus trimaculatus;Curtis 1834;NA;C_trimaculatus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.529
1437577;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Holocentropus;NA;dubius;Holocentropus dubius;Rambur 1842;NA;H_dubius;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2.67;0.281
4400;urn:lsid:faunaeur.org:taxname:12243;urn:lsid:catalogueoflife.org:taxon:e5c39d1e-e319-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;NA;NA;NA;Polycentropodidae;NA;Predatori;Polycentropodidae;family;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;NA;NA
1437830;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Neureclipsis;NA;bimaculata;Neureclipsis bimaculata;Linnaeus 1758;NA;N_bimaculata;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.7;NA;2;0.29
1438067;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;conspersa;Plectrocnemia conspersa;Curtis 1834;NA;P_conspersa;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.3;5;2;0.008
1438081;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;geniculata;Plectrocnemia geniculata;McLachlan 1871;NA;P_geniculata;specie;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;5;2;0.103
1438056;urn:lsid:faunaeur.org:taxname:411170;urn:lsid:catalogueoflife.org:taxon:49ef3003-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Plectrocnemia;NA;NA;Plectrocnemia;NA;Predatori;Plectrocnemia;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;5;NA;NA
1437978;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;flavomaculatus;Polycentropus flavomaculatus;Pictet 1834;NA;P_flavomaculatus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;4.7;NA;2;0.409
1437980;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;irroratus;Polycentropus irroratus;Curtis 1835;NA;P_irroratus;specie;NA;0;4;Polycentropodidae;1;Polycentropodidae;5;5.6;NA;2;0.369
1437832;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Polycentropodidae;NA;NA;Polycentropus;NA;NA;Polycentropus;NA;NA;Polycentropus;genus;NA;NA;NA;Polycentropodidae;1;Polycentropodidae;5;NA;NA;2;0.333
1438856;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;Lype;NA;NA;Lype;NA;NA;Lype;genus;NA;NA;NA;Psychomyiidae;6;Lype;8;5.6;NA;6;0.546
4401;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;NA;NA;NA;Psychomyiidae;NA;NA;Psychomyiidae;family;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;NA;NA;NA
4482345;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;Psychomyia;NA;pusilla;Psychomyia pusilla;Fabricius 1781;NA;P_pusilla;specie;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
1438576;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;NA;Tinodes;NA;NA;Tinodes;genus;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
5053695;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;rostocki;Tinodes rostocki;McLachlan 1878;NA;T_rostocki;specie;NA;NA;NA;Psychomyiidae;6;NA;NA;NA;1;NA;NA
5053761;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Psychomyiidae;NA;NA;Tinodes;NA;waeneri;Tinodes waeneri;Linnaeus 1758;NA;T_waeneri;specie;NA;0.5;3;Psychomyiidae;6;NA;NA;NA;1;6;0.256
4402;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;NA;NA;NA;Rhyacophilidae;NA;NA;Rhyacophilidae;family;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1433826;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;aurata;Rhyacophila aurata;Brauer 1857;NA;R_aurata;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1434182;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;dorsalis;Rhyacophila dorsalis;Curtis 1834;NA;R_dorsalis;specie;NA;NA;NA;Rhyacophilidae;6;R_dorsalis;5;NA;4;4;0.62
1434258;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;evoluta;Rhyacophila evoluta;McLachlan 1879;NA;R_evoluta;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;3;NA;NA
1434133;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;fasciata;Rhyacophila fasciata;Hagen 1859;NA;R_fasciata;specie;NA;NA;3;Rhyacophilidae;6;NA;NA;4.5;4;NA;NA
1433899;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;glareosa;Rhyacophila glareosa;McLachlan 1867;NA;R_glareosa;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1434304;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;hirticornis;Rhyacophila hirticornis;McLachlan 1879;NA;R_hirticornis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;NA;NA;NA
1434029;urn:lsid:faunaeur.org:taxname:411431;urn:lsid:catalogueoflife.org:taxon:1a445c5d-d35f-11e6-9d3f-bc764e092680:col20170127;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;italica;Rhyacophila italica;Moretti 1981;Predatori;R_italica;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1434230;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;munda;Rhyacophila munda;McLachlan 1862;NA;R_munda;specie;NA;NA;NA;Rhyacophilidae;6;R_munda;7;NA;4;4;0.62
1430783;urn:lsid:faunaeur.org:taxname:409782;eol.org/pages/35726;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;NA;Rhyacophila;NA;Predatori;Rhyacophila;genus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1433809;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;nubila;Rhyacophila nubila;Zetterstedt 1840;NA;R_nubila;specie;NA;0;4;Rhyacophilidae;6;NA;NA;4.7;4;NA;NA
1434321;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;occidentalis;Rhyacophila occidentalis;McLachlan 1879;NA;R_occidentalis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
1433711;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;NA;tristis;Rhyacophila tristis;Pictet 1834;NA;R_tristis;specie;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;2;NA;NA
sub_4802050;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Rhyacophilidae;NA;NA;Rhyacophila;Pararhyacophila;NA;Pararhyacophila;NA;NA;Pararhyacophila;subgenus;NA;NA;NA;Rhyacophilidae;6;NA;NA;NA;4;NA;NA
4404;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;NA;NA;NA;Sericostomatidae;NA;NA;Sericostomatidae;family;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;NA;NA;NA
1435114;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;Notidobia;NA;ciliaris;Notidobia ciliaris;Linnaeus 1761;NA;N_ciliaris;specie;NA;0;NA;Sericostomatidae;4;NA;NA;NA;NA;6;0.192
1435164;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;Oecismus;NA;monedula;Oecismus monedula;Hagen 1859;NA;O_monedula;specie;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;2;NA;NA
3230787;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;NA;Sericostoma;NA;NA;Sericostoma;genus;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;3;NA;NA
5053104;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;personatum;Sericostoma personatum;Kirby & Spence 1826;NA;S_personatum;specie;NA;0.5;3;Sericostomatidae;4;S_personatum;7;5.4;3;5.5;0.204
5053115;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Sericostomatidae;NA;NA;Sericostoma;NA;pedemontanum;Sericostoma pedemontanum;McLachlan 1876;NA;S_pedemontanum;specie;NA;NA;NA;Sericostomatidae;4;NA;NA;NA;3;NA;NA
1441609;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;Hexapoda;Insecta;Trichoptera;Uenoidae;NA;NA;Thremma;NA;gallicum;Thremma gallicum;McLachlan 1880;NA;T_gallicum;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
