GBIF;Kingdom;Phylum;Subphylum;Class;Subclass;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
4481425;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;Heptagenia;NA;sulphurea;Heptagenia sulphurea;Müller, 1776;H_sulphurea;specie;NA;0.5;3;Heptageniidae;6;H_sulphurea;6;5;NA;5.5;0.608
4481489;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;Kageronia;NA;fuscogrisea;Kageronia fuscogrisea;Retzius, 1783;K_fuscogrisea;specie;NA;NA;NA;Heptageniidae;6;NA;NA;NA;NA;2;0.577
4405254;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;Kageronia;NA;NA;Kageronia;NA;Kageronia;genus;NA;NA;NA;Heptageniidae;6;NA;NA;NA;NA;NA;NA
7873;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;NA;NA;NA;Heptageniidae;NA;Heptageniidae;family;NA;NA;NA;Heptageniidae;6;NA;NA;NA;NA;NA;NA
4481411;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;Rhithrogena;NA;hybrida;Rhithrogena hybrida;Eaton, 1885;R_hybrida;specie;NA;NA;NA;Heptageniidae;6;Rhithrogena;8;NA;1;8;0.577
1408385;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Heptageniidae;NA;NA;Rhithrogena;NA;NA;Rhithrogena;NA;Rhithrogena;genus;NA;NA;NA;Heptageniidae;6;Rhithrogena;8;NA;2;8;0.577
4481214;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Habroleptoides;NA;confusa;Habroleptoides confusa;Sartori & Jacob, 1986;H_confusa;specie;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;1;NA;NA
 4404777;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Habroleptoides;NA;NA;Habroleptoides;NA;Habroleptoides;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;NA;NA;NA
1407344;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Habrophlebia;NA;fusca;Habrophlebia fusca;Curtis, 1834;H_fusca;specie;NA;NA;NA;Leptophlebiidae;6;H_fusca;9;NA;NA;8;0.353
4481199;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Habrophlebia;NA;lauta;Habrophlebia lauta;McLachlan, 1884;H_lauta;specie;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;2;NA;NA
1407340;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Habrophlebia;NA;NA;Habrophlebia;NA;Habrophlebia;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;NA;NA;NA
4481232;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Leptophlebia;NA;marginata;Leptophlebia marginata;Linnaeus, 1767;L_marginata;specie;NA;0;4;Leptophlebiidae;6;L_marginata;3;4.3;3;2;0.321
1407190;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Leptophlebia;NA;NA;Leptophlebia;NA;Leptophlebia;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;3;2;0.133
4481234;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Leptophlebia;NA;vespertina;Leptophlebia vespertina;Linnaeus, 1758;L_vespertina;specie;NA;0;4;Leptophlebiidae;6;NA;NA;4.5;3;2;0.133
7868;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;NA;NA;NA;Leptophlebiidae;NA;Leptophlebiidae;family;NA;NA;NA;Leptophlebiidae;6;NA;NA;NA;NA;NA;NA
1407240;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Paraleptophlebia;NA;NA;Paraleptophlebia;NA;Paraleptophlebia;genus;NA;NA;NA;Leptophlebiidae;6;NA;NA;4.9;NA;8;0.353
4481237;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Leptophlebiidae;NA;NA;Paraleptophlebia;NA;submarginata;Paraleptophlebia submarginata;Stephens, 1835;P_submarginata;specie;NA;NA;NA;Leptophlebiidae;6;P_submarginata;9;4.9;4;8;0.353
1408381;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Metretopodidae;NA;NA;Metretopus;NA;borealis;Metretopus borealis;Eaton, 1871;M_borealis;specie;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
1408379;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Metretopodidae;NA;NA;Metretopus;NA;NA;Metretopus;NA;Metretopus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4292;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Metretopodidae;NA;NA;NA;NA;NA;Metretopodidae;NA;Metretopodidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1225;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;NA;NA;NA;NA;NA;NA;Ephemeroptera;NA;Ephemeroptera;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7866;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;NA;NA;NA;Siphlonuridae;NA;Siphlonuridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1407166;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Parameletus;NA;chelifer;Parameletus chelifer;Bengtsson, 1908;P_chelifer;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
1407165;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Parameletus;NA;NA;Parameletus;NA;Parameletus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4481024;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;aestivalis;Siphlonurus aestivalis;Eaton, 1903;S_aestivalis;specie;0.5;0.5;2;NA;NA;NA;NA;NA;3;4.67;0.502
1407136;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;alternatus;Siphlonurus alternatus;Say, 1824;S_alternatus;specie;0.5;NA;2;NA;NA;NA;NA;NA;3;6;0.502
4481038;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;lacustris;Siphlonurus lacustris;Eaton, 1870;Si_lacustris;specie;0.5;NA;3;NA;NA;NA;NA;NA;3;4.67;0.502
4481030;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;linnaeanus;Siphlonurus linnaeanus;Eaton, 1871;S_linnaeanus;specie;0.5;0.5;NA;NA;NA;NA;NA;NA;3;4.67;0.502
1407116;Animalia;Arthropoda;Hexapoda;Insecta;NA;Ephemeroptera;Siphlonuridae;NA;NA;Siphlonurus;NA;NA;Siphlonurus;NA;Siphlonurus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3265575;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Aphelocheiridae;NA;NA;NA;NA;NA;Aphelocheiridae;NA;Aphelocheiridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2049905;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Corixidae;NA;NA;Arctocorisa;NA;carinata;Arctocorisa carinata;Sahlberg, 1819;A_carinata;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2049901;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Corixidae;NA;NA;Arctocorisa;NA;NA;Arctocorisa;NA;Arctocorisa;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2049803;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Corixidae;NA;NA;Callicorixa;NA;NA;Callicorixa;NA;Callicorixa;genus;NA;NA;NA;Corixidae;6;NA;NA;NA;NA;NA;NA
4485401;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Corixidae;NA;NA;Callicorixa;NA;wollastoni;Callicorixa wollastoni;Douglas & Scott 1865;C_wollastoni;specie;NA;NA;NA;Corixidae;6;NA;NA;NA;NA;2;0.5
6988;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Corixidae;NA;NA;NA;NA;NA;Corixidae;NA;Corixidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4485464;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Micronectidae;NA;NA;Micronecta;NA;griseola;Micronecta pr. Griseola;NA;M_griseola;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4485457;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Micronectidae;NA;NA;Micronecta;NA;NA;Micronecta;NA;Micronecta;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4777847;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Micronectidae;NA;NA;NA;NA;NA;Micronectidae;NA;Micronectidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9653;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Pleidae;NA;NA;NA;NA;NA;Pleidae;NA;Pleidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7900;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Veliidae;NA;NA;NA;NA;NA;Veliidae;NA;Veliidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4485351;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Veliidae;NA;NA;Velia;NA;caprai;Velia caprai;Tamanini, 1947;V_caprai;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020395;Animalia;Arthropoda;Hexapoda;Insecta;NA;Hemiptera;Veliidae;NA;NA;Velia;NA;NA;Velia;NA;Velia;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
 2008636;Animalia;Arthropoda;Hexapoda;Insecta;NA;Heteroptera;Gerridae;NA;NA;Gerris;NA;NA;Gerris;NA;Gerris;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
 7881;Animalia;Arthropoda;Hexapoda;Insecta;NA;Heteroptera;Gerridae;NA;NA;NA;NA;NA;Gerridae;NA;Gerridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
 4318;Animalia;Arthropoda;Hexapoda;Insecta;NA;Heteroptera;Mesoveliidae;NA;NA;NA;NA;NA;Mesoveliidae;NA;Mesoveliidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
 7881_1;Animalia;Arthropoda;Hexapoda;Insecta;NA;Heteroptera;NA;NA;NA;NA;NA;NA;Heteroptera;NA;Heteroptera;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5205;Animalia;Arthropoda;Hexapoda;Insecta;NA;Megaloptera;Sialidae;NA;NA;NA;NA;NA;Sialidae;NA;Sialidae;family;NA;NA;NA;Sialidae;6;NA;NA;NA;NA;NA;NA
5101327;Animalia;Arthropoda;Hexapoda;Insecta;NA;Megaloptera;Sialidae;NA;NA;Sialis;NA;fuliginosa;Sialis fuliginosa;Pictet, 1836;S_fuliginosa;specie;NA;NA;NA;Sialidae;6;NA;NA;4.3;4;5;0.289
5101313;Animalia;Arthropoda;Hexapoda;Insecta;NA;Megaloptera;Sialidae;NA;NA;Sialis;NA;lutaria;Sialis lutaria;Linnaeus, 1758;S_lutaria;specie;NA;NA;NA;Sialidae;6;S_lutaria;5;4.8;4;4;0.25
1730333;Animalia;Arthropoda;Hexapoda;Insecta;NA;Megaloptera;Sialidae;NA;NA;Sialis;NA;NA;Sialis;NA;Sialis;genus;NA;NA;NA;Sialidae;6;NA;NA;NA;4;NA;NA
9380;Animalia;Arthropoda;Hexapoda;Insecta;NA;Neuroptera;Osmylidae;NA;NA;NA;NA;NA;Osmylidae;NA;Osmylidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5165705;Animalia;Arthropoda;Hexapoda;Insecta;NA;Neuroptera;Osmylidae;NA;NA;Osmylus;NA;fulvicephalus;Osmylus fulvicephalus;Scopoli, 1763;O_fulvicephalus;specie;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
2097149;Animalia;Arthropoda;Hexapoda;Insecta;NA;Neuroptera;Osmylidae;NA;NA;Osmylus;NA;NA;Osmylus;NA;Osmylus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425203;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;affinis;Aeshna affinis;Vander Linden 1820;A_affinis;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425216;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;caerulea;Aeshna caerulea;Ström, 1783;A_caerulea;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9453665;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;cyanea;Aeshna cyanea;Müller, 1764;A_cyanea;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425221;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;juncea;Aeshna juncea;Linnaeus, 1758;A_juncea;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425177;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;mixta;Aeshna mixta;Latreille, 1805;A_mixta;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425165;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Aeshna;NA;NA;Aeshna;NA;Aeshna;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1425042;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;Hemianax;NA;ephippiger;Hemianax ephippiger;Burmeister, 1839;H_ephippiger;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4209;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Aeshnidae;NA;NA;NA;NA;NA;Aeshnidae;NA;Aeshnidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1427007;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Calopterygidae;NA;NA;Calopteryx;NA;NA;Calopteryx;NA;Calopteryx;genus;NA;NA;NA;Calopterygidae;6;NA;NA;NA;NA;NA;NA
1427037;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Calopterygidae;NA;NA;Calopteryx;NA;virgo;Calopteryx virgo;Linnaeus, 1758;C_virgo;specie;NA;NA;NA;Calopterygidae;6;NA;NA;5.1;NA;6;0.387
4211;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Calopterygidae;NA;NA;NA;NA;NA;Calopterygidae;NA;Calopterygidae;family;NA;NA;NA;Calopterygidae;6;NA;NA;NA;NA;NA;NA
1421959;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Coenagrionidae;NA;NA;Coenagrion;NA;NA;Coenagrion;NA;Coenagrion;genus;NA;NA;NA;Coenagrionidae;6;NA;NA;NA;NA;NA;NA
1423281;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Coenagrionidae;NA;NA;Ischnura;NA;NA;Ischnura;NA;Ischnura;genus;NA;NA;NA;Coenagrionidae;6;NA;NA;NA;NA;NA;NA
8577;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Coenagrionidae;NA;NA;NA;NA;NA;Coenagrionidae;NA;Coenagrionidae;family;NA;NA;NA;Coenagrionidae;6;NA;NA;NA;NA;NA;NA
1421193;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Cordulegastridae;NA;NA;Cordulegaster;NA;bidentata;Cordulegaster bidentata;Selys-Longchamps, 1843;C_bidentata;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
1421161;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Cordulegastridae;NA;NA;Cordulegaster;NA;boltonii;Cordulegaster boltonii;Donovan, 1807;C_boltonii;specie;NA;NA;NA;NA;NA;C_boltonii;5;5.6;2;NA;NA
1421157;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Cordulegastridae;NA;NA;Cordulegaster;NA;NA;Cordulegaster;NA;Cordulegaster;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4483;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Cordulegastridae;NA;NA;NA;NA;NA;Cordulegastridae;NA;Cordulegastridae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7009;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Corduliidae;NA;NA;NA;NA;NA;Corduliidae;NA;Corduliidae;family;NA;NA;NA;NA;NA;NA;NA;5.1;NA;NA;NA
1430020;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Corduliidae;NA;NA;Somatochlora;NA;alpestris;Somatochlora alpestris;Selys, 1840;S_alpestris;specie;NA;NA;NA;NA;NA;NA;NA;5.1;NA;NA;NA
7845669;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Corduliidae;NA;NA;Somatochlora;NA;metallica;Somatochlora metallica;Vander Linden, 1825;S_metallica;specie;NA;NA;NA;NA;NA;NA;NA;5.1;NA;NA;NA
1429956;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Corduliidae;NA;NA;Somatochlora;NA;NA;Somatochlora;NA;Somatochlora;genus;NA;NA;NA;NA;NA;NA;NA;5.1;NA;NA;NA
1426461;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Gomphidae;NA;NA;Gomphus;NA;NA;Gomphus;NA;Gomphus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1426230;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Gomphidae;NA;NA;Onychogomphus;NA;NA;Onychogomphus;NA;Onychogomphus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4486;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Gomphidae;NA;NA;NA;NA;NA;Gomphidae;NA;Gomphidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1423980;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Lestidae;NA;NA;Lestes;NA;NA;Lestes;NA;Lestes;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1424036;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Lestidae;NA;NA;Lestes;NA;viridis;Lestes viridis;Vander Linden, 1825;L_viridis;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
4489;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Lestidae;NA;NA;NA;NA;NA;Lestidae;NA;Lestidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1427882;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Libellulidae;NA;NA;Libellula;NA;NA;Libellula;NA;Libellula;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5936;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Libellulidae;NA;NA;NA;NA;NA;Libellulidae;NA;Libellulidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1428715;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Libellulidae;NA;NA;Orthetrum;NA;brunneum;Orthetrum brunneum;Fonscolombe, 1837;O_brunneum;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1428581;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Libellulidae;NA;NA;Orthetrum;NA;NA;Orthetrum;NA;Orthetrum;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1428195;Animalia;Arthropoda;Hexapoda;Insecta;NA;Odonata;Libellulidae;NA;NA;Sympetrum;NA;NA;Sympetrum;NA;Sympetrum;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151888;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;atra;Capnia atra;Morton, 1896;C_atra;specie;0.5;0.5;2;NA;NA;NA;NA;NA;NA;6;0.661
5151945;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;bifrons;Capnia bifrons;Newman, 1838;C_bifrons;specie;0.5;NA;2;NA;NA;NA;NA;NA;NA;4;0.661
2002304;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;NA;Capnia;NA;Capnia;genus;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151939;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;nigra;Capnia nigra;Pictet & F.J., 1833;C_nigra;specie;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5151840;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;pygmaea;Capnia pygmaea;Zetterstedt, 1840;C_pygmaea;specie;0.5;0.5;2;NA;NA;NA;NA;NA;NA;NA;NA
5151964;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnia;NA;vidua;Capnia vidua;Klapálek, 1904;C_vidua;specie;0.5;NA;NA;NA;NA;NA;NA;NA;3;2;0.661
2002475;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnopsis;NA;NA;Capnopsis;NA;Capnopsis;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002476;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;Capnopsis;NA;schilleri;Capnopsis schilleri;Rostock, 1892;C_schilleri;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
9386;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Capniidae;NA;NA;NA;NA;NA;Capniidae;NA;Capniidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001248;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Chloroperla;NA;NA;Chloroperla;NA;Chloroperla;genus;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;NA;NA;NA
2003916;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Chloroperla;NA;tripunctata;Chloroperla tripunctata;Scopoli, 1763;C_tripunctata;specie;NA;NA;NA;Chloroperlidae;1;C_tripunctata;5;NA;NA;8;0.261
9387;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;NA;NA;NA;Chloroperlidae;NA;Chloroperlidae;family;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;NA;NA;NA
2003819;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;burmeisteri;Siphonoperla burmeisteri;Pictet & F.J., 1841;S_burmeisteri;specie;NA;0;3;Chloroperlidae;1;NA;NA;NA;3;NA;NA
2003812;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;NA;Siphonoperla;NA;Siphonoperla;genus;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;3;NA;NA
2003833;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Siphonoperla;NA;torrentium;Siphonoperla torrentium;Pictet & F.J. 1841;S_torrentium;specie;NA;NA;NA;Chloroperlidae;1;S_torrentium;5;NA;3;2;0.261
2003855;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Xanthoperla;NA;apicalis;Xanthoperla apicalis;Scopoli, 1763;X_apicalis;specie;NA;NA;3;Chloroperlidae;1;NA;NA;NA;NA;NA;NA
2003851;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Chloroperlidae;NA;NA;Xanthoperla;NA;NA;Xanthoperla;NA;Xanthoperla;genus;NA;NA;NA;Chloroperlidae;1;NA;NA;NA;NA;NA;NA
2001871;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;albida;Leuctra albida;Kempny, 1899;L_albida;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001926;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;alpina;Leuctra alpina;Kühtreiber, 1934;L_alpina;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001918;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;aurita;Leuctra aurita;Navás, 1919;L_aurita;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;2;NA;NA
2001977;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;autumnalis;Leuctra autumnalis;Aubert, 1948;L_autumnalis;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;4;NA;NA
2001953;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;braueri;Leuctra braueri;Kempny, 1898;L_braueri;specie;NA;NA;NA;Leuctridae;1;NA;NA;NA;3;NA;NA
2001945;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;digitata;Leuctra digitata;Kempny, 1899;L_digitata;specie;NA;NA;4;Leuctridae;1;NA;NA;4.3;3;NA;NA
2001954;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;fusca;Leuctra fusca;Linnaeus, 1758;L_fusca;specie;0.5;0;NA;Leuctridae;1;L_fusca;7;5;3;4;0.438
2001671;Animalia;Arthropoda;Hexapoda;Insecta;NA;Plecoptera;Leuctridae;Leuctrinae;NA;Leuctra;NA;geniculata;Leuctra geniculata;Stephens, 1836;L_geniculata;specie;NA;NA;NA;Leuctridae;1;L_geniculata;8;NA;5;8;0.438
